sp|A9BNJ1|ACPS_DELAS	K00997
tr|A9C2Z0|A9C2Z0_DELAS	K03657
tr|A9C383|A9C383_DELAS
tr|A9C3A2|A9C3A2_DELAS	K01808
tr|A9C3B8|A9C3B8_DELAS
tr|A9BLW5|A9BLW5_DELAS
tr|A9BMC0|A9BMC0_DELAS	K07275
tr|A9BMX3|A9BMX3_DELAS	K00666
tr|A9BMY5|A9BMY5_DELAS	K00077
tr|A9BN52|A9BN52_DELAS
tr|A9BN57|A9BN57_DELAS
tr|A9BN69|A9BN69_DELAS	K18903
tr|A9BNT9|A9BNT9_DELAS
tr|A9BP39|A9BP39_DELAS
tr|A9BPJ0|A9BPJ0_DELAS	K00261
tr|A9BPJ7|A9BPJ7_DELAS
tr|A9BPK2|A9BPK2_DELAS	K11962
tr|A9BS52|A9BS52_DELAS
tr|A9BTF2|A9BTF2_DELAS
tr|A9BTK0|A9BTK0_DELAS
tr|A9BU72|A9BU72_DELAS	K02013
tr|A9BUI5|A9BUI5_DELAS
tr|A9BUN4|A9BUN4_DELAS	K00856
tr|A9BVI5|A9BVI5_DELAS	K00121
tr|A9BVT0|A9BVT0_DELAS	K00817
tr|A9BVV9|A9BVV9_DELAS
tr|A9BX37|A9BX37_DELAS
tr|A9BXJ8|A9BXJ8_DELAS
tr|A9BXQ9|A9BXQ9_DELAS
tr|A9BY73|A9BY73_DELAS
tr|A9BYQ8|A9BYQ8_DELAS
tr|A9C009|A9C009_DELAS
tr|A9C0I4|A9C0I4_DELAS	K01255
tr|A9C0V9|A9C0V9_DELAS
tr|A9C0W8|A9C0W8_DELAS
tr|A9C0X1|A9C0X1_DELAS
tr|A9C0Y9|A9C0Y9_DELAS	K02049
tr|A9C1L8|A9C1L8_DELAS
tr|A9C2V4|A9C2V4_DELAS
tr|A9C376|A9C376_DELAS
tr|A9C3H7|A9C3H7_DELAS
tr|A9BNN7|A9BNN7_DELAS
tr|A9BP46|A9BP46_DELAS
tr|A9BW49|A9BW49_DELAS
tr|A9BW69|A9BW69_DELAS
tr|A9BW81|A9BW81_DELAS
tr|A9BWC1|A9BWC1_DELAS	K01141
tr|A9BWH7|A9BWH7_DELAS	K03088
tr|A9BWJ1|A9BWJ1_DELAS
tr|A9BWM2|A9BWM2_DELAS	K15726
tr|A9BWT0|A9BWT0_DELAS
tr|A9BQA6|A9BQA6_DELAS	K00145
tr|A9BRG4|A9BRG4_DELAS	K07074
tr|A9BTL3|A9BTL3_DELAS
tr|A9BWZ6|A9BWZ6_DELAS
tr|A9C0W6|A9C0W6_DELAS
tr|A9BM84|A9BM84_DELAS	K02011
tr|A9BMM1|A9BMM1_DELAS	K02372
tr|A9BPN1|A9BPN1_DELAS	K03569
tr|A9BQ70|A9BQ70_DELAS	K02410
tr|A9BRP1|A9BRP1_DELAS
tr|A9BRP5|A9BRP5_DELAS
tr|A9BRV5|A9BRV5_DELAS	K17325
tr|A9BSM7|A9BSM7_DELAS	K03799
tr|A9BV25|A9BV25_DELAS
tr|A9BVB6|A9BVB6_DELAS	K07666
tr|A9BY05|A9BY05_DELAS	K01799
tr|A9BY08|A9BY08_DELAS	K02454
tr|A9BYE5|A9BYE5_DELAS
tr|A9BYZ2|A9BYZ2_DELAS
tr|A9C0Q2|A9C0Q2_DELAS	K00077
tr|A9C0S1|A9C0S1_DELAS	K01754
tr|A9C1M2|A9C1M2_DELAS	K08998
tr|A9C2R9|A9C2R9_DELAS	K03406
tr|A9BLK2|A9BLK2_DELAS	K11898
tr|A9BLX0|A9BLX0_DELAS
tr|A9BMB2|A9BMB2_DELAS
tr|A9BMC6|A9BMC6_DELAS
tr|A9BPE5|A9BPE5_DELAS	K19746
tr|A9BPH7|A9BPH7_DELAS
tr|A9BQX8|A9BQX8_DELAS	K00054
tr|A9BR12|A9BR12_DELAS
tr|A9BRY7|A9BRY7_DELAS
tr|A9BVM8|A9BVM8_DELAS
tr|A9BWP4|A9BWP4_DELAS
tr|A9BYM1|A9BYM1_DELAS
tr|A9BZG5|A9BZG5_DELAS	K06605
tr|A9C067|A9C067_DELAS	K00832
tr|A9C0A5|A9C0A5_DELAS	K03321
tr|A9C0H4|A9C0H4_DELAS	K15553
tr|A9C0P1|A9C0P1_DELAS	K01995
tr|A9C220|A9C220_DELAS
tr|A9C228|A9C228_DELAS	K01997
tr|A9C2V3|A9C2V3_DELAS
tr|A9C2V7|A9C2V7_DELAS
tr|A9C2X5|A9C2X5_DELAS
tr|A9C306|A9C306_DELAS
tr|A9C398|A9C398_DELAS	K17206
tr|A9BLF0|A9BLF0_DELAS	K07649
tr|A9BLH6|A9BLH6_DELAS	K00575
tr|A9BLI5|A9BLI5_DELAS
tr|A9BLT2|A9BLT2_DELAS
tr|A9BLU6|A9BLU6_DELAS
tr|A9BLZ5|A9BLZ5_DELAS
tr|A9BM47|A9BM47_DELAS	K15726
tr|A9BME6|A9BME6_DELAS	K01649
tr|A9BNJ9|A9BNJ9_DELAS	K04771
tr|A9BNR8|A9BNR8_DELAS	K07552
tr|A9BP31|A9BP31_DELAS
tr|A9BPR5|A9BPR5_DELAS	K02355
tr|A9BQF0|A9BQF0_DELAS	K04101
tr|A9BS73|A9BS73_DELAS	K03074
tr|A9BSD4|A9BSD4_DELAS
tr|A9BSL2|A9BSL2_DELAS
tr|A9BSN8|A9BSN8_DELAS
tr|A9BSX4|A9BSX4_DELAS
tr|A9BU02|A9BU02_DELAS
tr|A9BU06|A9BU06_DELAS
tr|A9BU45|A9BU45_DELAS	K02053
tr|A9BU59|A9BU59_DELAS
tr|A9BUM3|A9BUM3_DELAS	K03568
tr|A9BUV4|A9BUV4_DELAS	K00299
tr|A9BVD1|A9BVD1_DELAS
tr|A9BVN5|A9BVN5_DELAS	K07107
tr|A9BVZ5|A9BVZ5_DELAS	K09965
tr|A9BX82|A9BX82_DELAS	K01992
tr|A9BY32|A9BY32_DELAS	K07649
tr|A9BY41|A9BY41_DELAS
tr|A9BY75|A9BY75_DELAS	K00941
tr|A9BY98|A9BY98_DELAS	K00537
tr|A9BYS4|A9BYS4_DELAS	K00818
tr|A9BZL8|A9BZL8_DELAS	K00074
tr|A9BZU7|A9BZU7_DELAS	K03585
tr|A9C0Q5|A9C0Q5_DELAS	K07032
tr|A9C347|A9C347_DELAS
tr|A9C3I9|A9C3I9_DELAS
tr|A9BPV2|A9BPV2_DELAS	K03744
tr|A9BQK7|A9BQK7_DELAS
tr|A9BQW4|A9BQW4_DELAS
tr|A9BQX4|A9BQX4_DELAS
tr|A9BRF1|A9BRF1_DELAS
tr|A9BW44|A9BW44_DELAS
tr|A9BWA1|A9BWA1_DELAS	K03833
tr|A9C013|A9C013_DELAS
tr|A9C298|A9C298_DELAS
tr|A9C2C0|A9C2C0_DELAS	K06919
tr|A9C2L7|A9C2L7_DELAS
tr|A9BLJ5|A9BLJ5_DELAS
tr|A9BLT5|A9BLT5_DELAS
tr|A9BLV6|A9BLV6_DELAS
tr|A9BM64|A9BM64_DELAS	K00075
tr|A9BMH6|A9BMH6_DELAS	K07303
tr|A9BMY8|A9BMY8_DELAS	K03734
tr|A9BN23|A9BN23_DELAS	K01714
tr|A9BNY5|A9BNY5_DELAS	K09808
tr|A9BP30|A9BP30_DELAS
tr|A9BPA0|A9BPA0_DELAS
tr|A9BPB6|A9BPB6_DELAS
tr|A9BPG5|A9BPG5_DELAS
tr|A9BQK1|A9BQK1_DELAS
tr|A9BR73|A9BR73_DELAS	K08363
tr|A9BRC1|A9BRC1_DELAS
tr|A9BSR8|A9BSR8_DELAS
tr|A9BSU5|A9BSU5_DELAS
tr|A9BT55|A9BT55_DELAS	K00097
tr|A9BTD1|A9BTD1_DELAS
tr|A9BTF6|A9BTF6_DELAS	K00059
tr|A9BTN5|A9BTN5_DELAS
tr|A9BU03|A9BU03_DELAS	K07677
tr|A9BU16|A9BU16_DELAS	K07039
tr|A9BW05|A9BW05_DELAS	K10439
tr|A9BW30|A9BW30_DELAS
tr|A9BWS9|A9BWS9_DELAS
tr|A9BX33|A9BX33_DELAS	K10005
tr|A9BX41|A9BX41_DELAS
tr|A9BXI9|A9BXI9_DELAS	K06991
tr|A9BXN7|A9BXN7_DELAS	K01754
tr|A9BXR1|A9BXR1_DELAS	K03802
tr|A9BY13|A9BY13_DELAS
tr|A9BY24|A9BY24_DELAS
tr|A9BY47|A9BY47_DELAS
tr|A9BY84|A9BY84_DELAS	K07447
tr|A9BYA7|A9BYA7_DELAS
tr|A9BZE6|A9BZE6_DELAS
tr|A9C062|A9C062_DELAS	K13628
tr|A9C0A7|A9C0A7_DELAS	K04562
tr|A9C0T1|A9C0T1_DELAS	K02030
tr|A9C134|A9C134_DELAS	K01087
tr|A9C156|A9C156_DELAS	K07165
tr|A9C1B1|A9C1B1_DELAS
tr|A9C1K6|A9C1K6_DELAS
tr|A9C2M6|A9C2M6_DELAS	K03543
tr|A9C2T3|A9C2T3_DELAS
tr|A9C2X8|A9C2X8_DELAS
tr|A9BLT0|A9BLT0_DELAS
tr|A9BLT6|A9BLT6_DELAS	K08358
tr|A9BNW7|A9BNW7_DELAS	K11753
tr|A9BPD4|A9BPD4_DELAS	K05603
tr|A9BPY7|A9BPY7_DELAS	K06945
tr|A9BSF8|A9BSF8_DELAS	K09973
tr|A9BSS0|A9BSS0_DELAS
tr|A9BUA0|A9BUA0_DELAS	K01995
tr|A9BV27|A9BV27_DELAS	K13995
tr|A9BXM1|A9BXM1_DELAS	K02034
tr|A9BXN8|A9BXN8_DELAS	K02233
tr|A9BXX4|A9BXX4_DELAS
tr|A9BYF6|A9BYF6_DELAS
tr|A9BZ67|A9BZ67_DELAS
tr|A9BZA4|A9BZA4_DELAS
tr|A9BZB0|A9BZB0_DELAS
tr|A9BZI0|A9BZI0_DELAS
tr|A9BZJ6|A9BZJ6_DELAS	K07222
tr|A9C014|A9C014_DELAS
tr|A9C016|A9C016_DELAS
tr|A9C0K8|A9C0K8_DELAS	K16514
tr|A9C0N8|A9C0N8_DELAS
tr|A9C3D6|A9C3D6_DELAS
tr|A9C3G1|A9C3G1_DELAS
tr|A9BLL7|A9BLL7_DELAS
tr|A9BM56|A9BM56_DELAS	K11754
tr|A9BM69|A9BM69_DELAS	K00797
tr|A9BMK9|A9BMK9_DELAS	K03798
tr|A9BNN5|A9BNN5_DELAS
tr|A9BNQ1|A9BNQ1_DELAS	K08082
tr|A9BNR7|A9BNR7_DELAS
tr|A9BP48|A9BP48_DELAS
tr|A9BPF2|A9BPF2_DELAS
tr|A9BS76|A9BS76_DELAS	K04090
tr|A9BSS5|A9BSS5_DELAS
tr|A9BSZ7|A9BSZ7_DELAS	K15725
tr|A9BTM8|A9BTM8_DELAS
tr|A9BU12|A9BU12_DELAS
tr|A9BVP9|A9BVP9_DELAS
tr|A9BXU5|A9BXU5_DELAS	K18143
tr|A9BYU6|A9BYU6_DELAS	K08159
tr|A9BZ79|A9BZ79_DELAS	K07483
tr|A9BZQ3|A9BZQ3_DELAS	K00799
tr|A9BZV6|A9BZV6_DELAS
tr|A9C043|A9C043_DELAS
tr|A9C0M5|A9C0M5_DELAS	K08295
tr|A9C0N2|A9C0N2_DELAS
tr|A9C182|A9C182_DELAS	K00297
tr|A9C1B3|A9C1B3_DELAS
tr|A9C2R7|A9C2R7_DELAS
tr|A9C3D5|A9C3D5_DELAS	K01637
tr|A9C3E3|A9C3E3_DELAS
tr|A9C3E6|A9C3E6_DELAS
tr|A9C3I6|A9C3I6_DELAS
tr|A9BNH9|A9BNH9_DELAS	K01963
tr|A9BP28|A9BP28_DELAS
tr|A9BPE4|A9BPE4_DELAS
tr|A9BQS7|A9BQS7_DELAS
tr|A9BR81|A9BR81_DELAS
tr|A9BRC9|A9BRC9_DELAS
tr|A9BT72|A9BT72_DELAS
tr|A9BTT6|A9BTT6_DELAS
tr|A9BVC5|A9BVC5_DELAS	K00278
tr|A9C1W1|A9C1W1_DELAS	K06075
tr|A9C282|A9C282_DELAS	K00943
tr|A9C3M8|A9C3M8_DELAS	K00799
tr|A9BLG0|A9BLG0_DELAS	K04100
tr|A9BLP8|A9BLP8_DELAS
tr|A9BMR7|A9BMR7_DELAS	K01714
tr|A9BMT3|A9BMT3_DELAS	K07712
tr|A9BN91|A9BN91_DELAS
tr|A9BN99|A9BN99_DELAS
tr|A9BNS1|A9BNS1_DELAS	K06013
tr|A9BNV1|A9BNV1_DELAS
tr|A9BNZ8|A9BNZ8_DELAS
tr|A9BPD5|A9BPD5_DELAS	K01458
tr|A9BPL7|A9BPL7_DELAS
tr|A9BQ22|A9BQ22_DELAS
tr|A9BR60|A9BR60_DELAS
tr|A9BR90|A9BR90_DELAS	K03577
tr|A9BSF3|A9BSF3_DELAS
tr|A9BST3|A9BST3_DELAS	K02433
tr|A9BSW2|A9BSW2_DELAS	K02276
tr|A9BT45|A9BT45_DELAS
tr|A9BT78|A9BT78_DELAS	K00363
tr|A9BT92|A9BT92_DELAS
tr|A9BVK9|A9BVK9_DELAS
tr|A9BW92|A9BW92_DELAS	K02014
tr|A9BWT6|A9BWT6_DELAS
tr|A9BX11|A9BX11_DELAS
tr|A9BXE4|A9BXE4_DELAS	K00847
tr|A9BYX9|A9BYX9_DELAS
tr|A9C0A4|A9C0A4_DELAS
tr|A9C0P3|A9C0P3_DELAS	K01997
tr|A9C0P7|A9C0P7_DELAS
tr|A9C0X5|A9C0X5_DELAS	K11747
tr|A9C1I2|A9C1I2_DELAS
tr|A9C231|A9C231_DELAS	K01996
tr|A9C236|A9C236_DELAS
tr|A9BMI3|A9BMI3_DELAS	K02051
tr|A9BNC9|A9BNC9_DELAS
tr|A9BNZ5|A9BNZ5_DELAS	K07053
tr|A9BPB9|A9BPB9_DELAS
tr|A9BPG0|A9BPG0_DELAS
tr|A9BSX7|A9BSX7_DELAS	K03089
tr|A9BU79|A9BU79_DELAS
tr|A9BYX2|A9BYX2_DELAS
tr|A9BZD9|A9BZD9_DELAS
tr|A9C1C8|A9C1C8_DELAS
tr|A9BPF7|A9BPF7_DELAS	K07068
tr|A9BSC4|A9BSC4_DELAS
tr|A9BTG7|A9BTG7_DELAS
tr|A9BV70|A9BV70_DELAS
tr|A9BVQ8|A9BVQ8_DELAS	K02495
tr|A9BLH8|A9BLH8_DELAS
tr|A9BMH9|A9BMH9_DELAS	K03469
tr|A9BMR4|A9BMR4_DELAS
tr|A9BN77|A9BN77_DELAS
tr|A9BNQ4|A9BNQ4_DELAS	K09022
tr|A9BPE0|A9BPE0_DELAS
tr|A9BPT0|A9BPT0_DELAS
tr|A9BPT1|A9BPT1_DELAS
tr|A9BPV4|A9BPV4_DELAS
tr|A9BQJ8|A9BQJ8_DELAS
tr|A9BQN4|A9BQN4_DELAS
tr|A9BQN7|A9BQN7_DELAS	K03609
tr|A9BQP2|A9BQP2_DELAS
tr|A9BR31|A9BR31_DELAS	K00762
tr|A9BSL1|A9BSL1_DELAS
tr|A9BVN6|A9BVN6_DELAS
tr|A9BVR6|A9BVR6_DELAS	K02231
tr|A9BWN5|A9BWN5_DELAS	K18029
tr|A9BWP0|A9BWP0_DELAS	K07687
tr|A9BWP1|A9BWP1_DELAS
tr|A9BWQ1|A9BWQ1_DELAS
tr|A9BX18|A9BX18_DELAS
tr|A9BYB4|A9BYB4_DELAS
tr|A9BYC2|A9BYC2_DELAS
tr|A9BZ24|A9BZ24_DELAS
tr|A9BZF7|A9BZF7_DELAS
tr|A9BZH7|A9BZH7_DELAS
tr|A9BZK6|A9BZK6_DELAS
tr|A9C084|A9C084_DELAS	K02471
tr|A9C0R1|A9C0R1_DELAS
tr|A9C149|A9C149_DELAS	K00574
tr|A9C183|A9C183_DELAS	K06442
tr|A9C202|A9C202_DELAS
tr|A9C2T6|A9C2T6_DELAS
tr|A9C3J3|A9C3J3_DELAS
tr|A9BLH4|A9BLH4_DELAS
tr|A9BM07|A9BM07_DELAS	K00800
tr|A9BM11|A9BM11_DELAS	K19804
tr|A9BM16|A9BM16_DELAS	K05562
tr|A9BME5|A9BME5_DELAS	K07262
tr|A9BN34|A9BN34_DELAS
tr|A9BPA1|A9BPA1_DELAS	K15726
tr|A9BPE8|A9BPE8_DELAS	K00548
tr|A9BPR0|A9BPR0_DELAS
tr|A9BPU1|A9BPU1_DELAS	K02108
tr|A9BQ82|A9BQ82_DELAS
tr|A9BQE9|A9BQE9_DELAS	K03775
tr|A9BR06|A9BR06_DELAS
tr|A9BSD5|A9BSD5_DELAS
tr|A9BSH3|A9BSH3_DELAS	K03760
tr|A9BT16|A9BT16_DELAS
tr|A9BTA8|A9BTA8_DELAS	K02495
tr|A9BTG5|A9BTG5_DELAS
tr|A9BTN2|A9BTN2_DELAS	K09117
tr|A9BU84|A9BU84_DELAS
tr|A9BUH5|A9BUH5_DELAS
tr|A9BUM4|A9BUM4_DELAS	K01626
tr|A9BUR2|A9BUR2_DELAS
tr|A9BV61|A9BV61_DELAS
tr|A9BVW6|A9BVW6_DELAS	K02073
tr|A9BXU0|A9BXU0_DELAS
tr|A9BYV4|A9BYV4_DELAS
tr|A9BZ26|A9BZ26_DELAS	K15256
tr|A9C012|A9C012_DELAS
tr|A9C144|A9C144_DELAS
tr|A9C1H3|A9C1H3_DELAS	K06186
tr|A9C2G6|A9C2G6_DELAS
tr|A9C3D8|A9C3D8_DELAS	K16422
tr|A9BSZ1|A9BSZ1_DELAS
tr|A9BTK1|A9BTK1_DELAS	K03320
tr|A9BUS0|A9BUS0_DELAS	K06942
tr|A9BW41|A9BW41_DELAS
tr|A9BW80|A9BW80_DELAS
tr|A9BWD5|A9BWD5_DELAS	K01754
tr|A9BWR1|A9BWR1_DELAS
tr|A9BYR8|A9BYR8_DELAS
tr|A9BYV2|A9BYV2_DELAS	K00252
tr|A9BZN9|A9BZN9_DELAS	K01997
tr|A9C253|A9C253_DELAS
tr|A9C294|A9C294_DELAS
tr|A9C2B0|A9C2B0_DELAS
tr|A9BLJ7|A9BLJ7_DELAS	K11900
tr|A9BMF6|A9BMF6_DELAS	K00901
tr|A9BMM6|A9BMM6_DELAS	K00099
tr|A9BMZ0|A9BMZ0_DELAS
tr|A9BNC7|A9BNC7_DELAS	K08084
tr|A9BNK9|A9BNK9_DELAS	K07040
tr|A9BPW4|A9BPW4_DELAS	K20528
tr|A9BPZ2|A9BPZ2_DELAS	K20534
tr|A9BR22|A9BR22_DELAS	K03298
tr|A9BRJ1|A9BRJ1_DELAS	K07039
tr|A9BRN2|A9BRN2_DELAS	K01243
tr|A9BS10|A9BS10_DELAS
tr|A9BS45|A9BS45_DELAS	K01912
tr|A9BSA5|A9BSA5_DELAS
tr|A9BSB1|A9BSB1_DELAS
tr|A9BSI7|A9BSI7_DELAS	K10806
tr|A9BT34|A9BT34_DELAS
tr|A9BTJ8|A9BTJ8_DELAS	K09786
tr|A9BTN4|A9BTN4_DELAS	K07007
tr|A9BU63|A9BU63_DELAS
tr|A9BUA1|A9BUA1_DELAS	K01897
tr|A9BUE6|A9BUE6_DELAS
tr|A9BUR7|A9BUR7_DELAS	K03981
tr|A9BVE9|A9BVE9_DELAS
tr|A9BVF2|A9BVF2_DELAS
tr|A9BVM0|A9BVM0_DELAS
tr|A9BVM1|A9BVM1_DELAS	K01687
tr|A9BVV0|A9BVV0_DELAS
tr|A9BW08|A9BW08_DELAS
tr|A9BWB6|A9BWB6_DELAS	K05807
tr|A9BWB7|A9BWB7_DELAS	K02337
tr|A9BWE7|A9BWE7_DELAS	K16088
tr|A9BWS2|A9BWS2_DELAS
tr|A9BWV1|A9BWV1_DELAS
tr|A9BWY3|A9BWY3_DELAS
tr|A9BX24|A9BX24_DELAS
tr|A9BXA8|A9BXA8_DELAS	K03117
tr|A9BXN6|A9BXN6_DELAS	K07397
tr|A9BXP5|A9BXP5_DELAS	K02460
tr|A9BY52|A9BY52_DELAS
tr|A9BYH3|A9BYH3_DELAS
tr|A9BYM4|A9BYM4_DELAS
tr|A9BZ54|A9BZ54_DELAS	K07649
tr|A9BZI6|A9BZI6_DELAS
tr|A9C037|A9C037_DELAS
tr|A9C0N9|A9C0N9_DELAS	K11904
tr|A9C115|A9C115_DELAS	K06042
tr|A9C1U8|A9C1U8_DELAS	K01358
tr|A9C251|A9C251_DELAS
tr|A9C255|A9C255_DELAS
tr|A9C300|A9C300_DELAS
tr|A9C3H2|A9C3H2_DELAS	K00390
tr|A9BLQ5|A9BLQ5_DELAS	K03088
tr|A9BMW1|A9BMW1_DELAS	K06194
tr|A9BN85|A9BN85_DELAS	K01011
tr|A9BPA6|A9BPA6_DELAS
tr|A9BPY3|A9BPY3_DELAS	K01058
tr|A9BQ01|A9BQ01_DELAS	K01912
tr|A9BQF7|A9BQF7_DELAS	K07397
tr|A9BT76|A9BT76_DELAS	K01104
tr|A9BTW1|A9BTW1_DELAS
tr|A9BU89|A9BU89_DELAS	K01897
tr|A9BUI2|A9BUI2_DELAS	K02033
tr|A9BUQ6|A9BUQ6_DELAS	K02020
tr|A9BV84|A9BV84_DELAS
tr|A9BVH4|A9BVH4_DELAS
tr|A9BVI0|A9BVI0_DELAS	K02041
tr|A9BX42|A9BX42_DELAS
tr|A9BX76|A9BX76_DELAS
tr|A9BXP3|A9BXP3_DELAS	K02458
tr|A9BYV9|A9BYV9_DELAS
tr|A9BZ21|A9BZ21_DELAS
tr|A9BZ47|A9BZ47_DELAS	K01962
tr|A9BZ49|A9BZ49_DELAS	K00928
tr|A9BZN5|A9BZN5_DELAS	K06978
tr|A9C082|A9C082_DELAS
tr|A9C0B0|A9C0B0_DELAS	K15977
tr|A9C0X6|A9C0X6_DELAS
tr|A9C1C5|A9C1C5_DELAS	K07182
tr|A9C1D6|A9C1D6_DELAS
tr|A9C1G2|A9C1G2_DELAS	K01919
tr|A9C1I9|A9C1I9_DELAS	K01997
tr|A9C2X2|A9C2X2_DELAS
tr|A9BLK7|A9BLK7_DELAS
tr|A9BPK3|A9BPK3_DELAS	K11963
tr|A9BQH1|A9BQH1_DELAS	K01624
tr|A9BQI1|A9BQI1_DELAS	K06222
tr|A9BQL1|A9BQL1_DELAS	K00798
tr|A9BQM9|A9BQM9_DELAS
tr|A9BQT9|A9BQT9_DELAS	K02051
tr|A9BR45|A9BR45_DELAS	K03496
tr|A9BRB1|A9BRB1_DELAS	K00799
tr|A9BSM2|A9BSM2_DELAS
tr|A9BTR5|A9BTR5_DELAS	K20532
tr|A9BTT0|A9BTT0_DELAS
tr|A9BUF5|A9BUF5_DELAS	K19128
tr|A9BW65|A9BW65_DELAS
tr|A9BXL5|A9BXL5_DELAS
tr|A9BXY0|A9BXY0_DELAS	K06189
tr|A9BYY2|A9BYY2_DELAS	K01011
tr|A9C0H7|A9C0H7_DELAS	K10001
tr|A9C1V3|A9C1V3_DELAS	K07043
tr|A9C1V4|A9C1V4_DELAS	K01776
tr|A9C2C9|A9C2C9_DELAS
tr|A9C2I1|A9C2I1_DELAS
tr|A9BLY1|A9BLY1_DELAS
tr|A9BM73|A9BM73_DELAS	K08591
tr|A9BN16|A9BN16_DELAS
tr|A9BNM0|A9BNM0_DELAS	K03776
tr|A9BNP0|A9BNP0_DELAS	K05813
tr|A9BNU0|A9BNU0_DELAS
tr|A9BP54|A9BP54_DELAS
tr|A9BPB7|A9BPB7_DELAS
tr|A9BPD1|A9BPD1_DELAS	K01468
tr|A9BQH5|A9BQH5_DELAS	K00134
tr|A9BQX6|A9BQX6_DELAS
tr|A9BRA2|A9BRA2_DELAS
tr|A9BRG3|A9BRG3_DELAS	K14415
tr|A9BRK3|A9BRK3_DELAS	K06048
tr|A9BRS3|A9BRS3_DELAS
tr|A9BSV1|A9BSV1_DELAS
tr|A9BT41|A9BT41_DELAS
tr|A9BTC8|A9BTC8_DELAS	K01173
tr|A9BTK9|A9BTK9_DELAS
tr|A9BU22|A9BU22_DELAS	K13652
tr|A9BU94|A9BU94_DELAS
tr|A9BUR3|A9BUR3_DELAS	K07338
tr|A9BUU5|A9BUU5_DELAS	K13933
tr|A9BUU6|A9BUU6_DELAS	K13932
tr|A9BVE7|A9BVE7_DELAS	K15577
tr|A9BVJ8|A9BVJ8_DELAS	K00241
tr|A9BYE2|A9BYE2_DELAS
tr|A9BYF8|A9BYF8_DELAS
tr|A9BYJ2|A9BYJ2_DELAS
tr|A9BZ11|A9BZ11_DELAS	K02014
tr|A9BZF1|A9BZF1_DELAS
tr|A9BZJ7|A9BZJ7_DELAS	K00004
tr|A9BZQ7|A9BZQ7_DELAS	K02014
tr|A9C0C2|A9C0C2_DELAS	K02297
tr|A9C0F0|A9C0F0_DELAS
tr|A9C0H0|A9C0H0_DELAS
tr|A9C0H5|A9C0H5_DELAS	K15555
tr|A9C0Q8|A9C0Q8_DELAS
tr|A9C1M1|A9C1M1_DELAS	K03217
tr|A9C214|A9C214_DELAS
tr|A9C2H7|A9C2H7_DELAS
tr|A9C2J2|A9C2J2_DELAS	K06997
tr|A9C2K3|A9C2K3_DELAS
tr|A9C307|A9C307_DELAS
tr|A9C397|A9C397_DELAS	K00008
tr|A9BMA5|A9BMA5_DELAS	K01998
tr|A9BN08|A9BN08_DELAS
tr|A9BSL4|A9BSL4_DELAS
tr|A9BSR2|A9BSR2_DELAS
tr|A9BST0|A9BST0_DELAS	K18893
tr|A9BT25|A9BT25_DELAS
tr|A9BTV6|A9BTV6_DELAS
tr|A9BVX6|A9BVX6_DELAS	K07638
tr|A9BXL6|A9BXL6_DELAS
tr|A9BY31|A9BY31_DELAS
tr|A9BYB7|A9BYB7_DELAS
tr|A9BYH4|A9BYH4_DELAS
tr|A9C2S2|A9C2S2_DELAS
tr|A9C3F2|A9C3F2_DELAS
tr|A9C3G8|A9C3G8_DELAS	K02013
tr|A9BM10|A9BM10_DELAS	K08992
tr|A9BMG8|A9BMG8_DELAS	K00059
tr|A9BQW5|A9BQW5_DELAS
tr|A9BR03|A9BR03_DELAS
tr|A9BR16|A9BR16_DELAS
tr|A9BTH1|A9BTH1_DELAS
tr|A9BU58|A9BU58_DELAS
tr|A9BU65|A9BU65_DELAS
tr|A9BUS7|A9BUS7_DELAS	K00767
tr|A9BUU1|A9BUU1_DELAS	K01895
tr|A9BWB5|A9BWB5_DELAS	K03722
tr|A9BWC5|A9BWC5_DELAS
tr|A9BX27|A9BX27_DELAS
tr|A9BY60|A9BY60_DELAS
tr|A9BZA6|A9BZA6_DELAS	K01607
tr|A9BZB1|A9BZB1_DELAS
tr|A9BZT3|A9BZT3_DELAS	K02014
tr|A9C0F6|A9C0F6_DELAS
tr|A9C0S5|A9C0S5_DELAS
tr|A9C2C7|A9C2C7_DELAS
tr|A9C2Y8|A9C2Y8_DELAS
tr|A9C3A7|A9C3A7_DELAS	K02046
tr|A9C3D3|A9C3D3_DELAS	K02520
tr|A9BN44|A9BN44_DELAS
tr|A9BND3|A9BND3_DELAS	K11752
tr|A9BNF1|A9BNF1_DELAS	K03753
tr|A9BPF3|A9BPF3_DELAS
tr|A9BPK6|A9BPK6_DELAS	K02028
tr|A9BPM0|A9BPM0_DELAS
tr|A9BQ44|A9BQ44_DELAS
tr|A9BQ91|A9BQ91_DELAS
tr|A9BS09|A9BS09_DELAS	K03648
tr|A9BSC6|A9BSC6_DELAS
tr|A9BSM1|A9BSM1_DELAS
tr|A9BSV7|A9BSV7_DELAS	K02275
tr|A9BTN8|A9BTN8_DELAS	K02303
tr|A9BTT1|A9BTT1_DELAS
tr|A9BVW3|A9BVW3_DELAS
tr|A9BW04|A9BW04_DELAS	K10441
tr|A9BXG8|A9BXG8_DELAS
tr|A9BXI1|A9BXI1_DELAS
tr|A9BXU2|A9BXU2_DELAS
tr|A9BZ27|A9BZ27_DELAS	K01886
tr|A9BZ82|A9BZ82_DELAS
tr|A9C1E9|A9C1E9_DELAS
tr|A9C2V2|A9C2V2_DELAS
